"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P4C-008","4C Appointments & Slots","P2","The same patient cannot hold two appointments with one doctor on one day","1) Create 16:00 and 16:15 slots for Dr. Suresh Menon today 2) Open /schedule 3) Book PT-QA-0003 into 16:00 4) Attempt to book PT-QA-0003 into 16:15 as well","An ""Already booked"" message is shown and the second appointment is not created.","","PT-QA-0003 Anitha Menon; slots 16:00 and 16:15","OPD","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","One of the two will be a no-show that blocks a slot a genuinely waiting patient could have used, and no-show rate is the metric appointment-led OPDs are judged on.","Negative","hospital_admin (Hospital A)","appointments where hospital_id = A and patient_id = (PT-QA-0003) and doctor_id = (Dr. Suresh Menon) and appointment_date = today → exactly 1 row","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-009","4C Appointments & Slots","P1","Checking an appointment in issues a token linked to that appointment","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Open /schedule 3) Book PT-QA-0003 into it 4) Click Check-in on the appointment 5) Complete the payment step and issue the token 6) Read opd_tokens.appointment_id","An opd_tokens row exists for PT-QA-0003 today with a non-null appointment_id.","","PT-QA-0003 Anitha Menon; slot 16:00","OPD, Billing","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","Without the link a pre-booked patient is indistinguishable from a walk-in, so the slot they reserved buys them nothing when they actually arrive.","Cross-Module","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0003) and visit_date = today → appointment_id is not null","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-010","4C Appointments & Slots","P2","A checked-in appointment leaves the actionable queue","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Book PT-QA-0003 into it at /schedule 3) Check the appointment in and issue the token 4) Read appointments.status","appointments.status is no longer 'scheduled'.","","PT-QA-0003 Anitha Menon; slot 16:00","OPD","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","An appointment that stays on the arrivals list after check-in makes the desk keep calling a patient who is already with the doctor.","Positive","hospital_admin (Hospital A)","appointments where hospital_id = A and patient_id = (PT-QA-0003) and appointment_date = today → status != scheduled","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-011","4C Appointments & Slots","P2","A blocked slot is not offered for booking","1) Create a 16:30 slot for Dr. Suresh Menon today with is_blocked = true and block_reason ""Theatre list"" 2) Open /schedule 3) Attempt to click the 16:30 slot","The blocked slot does not open the booking modal.","","Slot 16:30 blocked — Theatre list","OT","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","A slot blocked for an operating list that is still bookable double-commits the surgeon and leaves the patient waiting through a theatre session.","Negative","hospital_admin (Hospital A)","doctor_slots where id = (the 16:30 slot) → is_blocked = true and booked_count = 0","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-012","4C Appointments & Slots","P2","A slot already at its patient limit is not offered again","1) Create a 16:00 slot for Dr. Suresh Menon today with max_patients = 1 2) Set its booked_count to 1 3) Open /schedule 4) Attempt to click the 16:00 slot","The full slot does not open the booking modal.","","Slot 16:00, max_patients 1, booked_count 1","","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","The booked_count >= max_patients comparison is the only thing preventing over-subscription on multi-patient slots, so the exact boundary has to hold.","Boundary","hospital_admin (Hospital A)","doctor_slots where id = (the 16:00 slot) → booked_count = 1 and max_patients = 1","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-013","4C Appointments & Slots","P2","booked_count is incremented by a read-then-write with no atomic guard","1) Inspect the slot increment in src/components/opd/WalkInModal.tsx around line 735 2) Confirm it selects booked_count, adds one and writes it back inside a try/catch that only warns","The non-atomic read-modify-write is still present, confirming booked_count is a display counter and the appointments_unique_slot constraint is the real protection.","","None","","None","","","","","P4-S04","Two receptionists booking a multi-patient slot in the same second both read the same value and write the same increment, so the counter under-reports and the board offers a slot that is full.","Negative","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-014","4C Appointments & Slots","P1","A single-patient slot is protected by the database, not only by the UI","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Insert an appointments row directly for PT-QA-0003 at 16:00, bypassing the UI 3) Insert a second row for PT-QA-0001 at the same doctor, date and slot_time 4) Select every row from appointments for that doctor and slot_time","The second direct insert is rejected by the appointments_unique_slot constraint.","","PT-QA-0003 Anitha Menon, PT-QA-0001 Ramesh Kumar; slot 16:00","","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","A UI-only check can always be raced by two people clicking at once; the unique constraint is what actually makes a double-booking impossible rather than merely unlikely.","Negative","hospital_admin (Hospital A)","appointments where hospital_id = A and doctor_id = (Dr. Suresh Menon) and appointment_date = today and slot_time = 16:00:00 → exactly 1 row after both inserts","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-015","4C Appointments & Slots","P2","An appointment records the fee agreed at booking time","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Open /schedule 3) Book PT-QA-0003 into it 4) Read appointments.consultation_fee","consultation_fee is greater than zero and matches the doctor's configured rate.","","PT-QA-0003 Anitha Menon; Dr. Suresh Menon ₹500","Billing","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules); service_master consultation rows with fee, follow_up_fee, validity_days and emergency_fee for each doctor (Settings → Services)","","","","","P4-S04","A patient quoted a price on the telephone and charged a different one at the desk is an argument the hospital always loses, and the booking record is the only evidence of what was said.","Positive","hospital_admin (Hospital A)","appointments where hospital_id = A and patient_id = (PT-QA-0003) and appointment_date = today → consultation_fee > 0","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-016","4C Appointments & Slots","P2","A cancelled appointment is excluded from the day's board","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Book PT-QA-0003 into it at /schedule 3) Set that appointments row's status to cancelled 4) Reload /schedule","Anitha Menon no longer appears on the board.","","PT-QA-0003 Anitha Menon; slot 16:00","","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S24","A cancelled booking still shown on the board makes the doctor believe the slot is taken, so it is sold to nobody and the capacity is wasted.","Positive","hospital_admin (Hospital A)","appointments where hospital_id = A and patient_id = (PT-QA-0003) and appointment_date = today → status = cancelled","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-017","4C Appointments & Slots","P2","Cancelling an appointment does not release the slot back to booked_count","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Book PT-QA-0003 into it at /schedule 3) Set that appointment's status to cancelled 4) Read doctor_slots.booked_count","CURRENT APP BEHAVIOUR (a documented gap): booked_count remains 1 because nothing decrements it on cancellation.","","PT-QA-0003 Anitha Menon; slot 16:00","","doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S24","A slot that never frees up after a cancellation is capacity the hospital has paid a consultant for and can no longer sell, and it accumulates across every cancelled booking.","Negative","hospital_admin (Hospital A)","doctor_slots where id = (the 16:00 slot) → booked_count = 1 after the cancellation","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4C-018","4C Appointments & Slots","P2","A receptionist can book an appointment into an open slot","1) Create a 16:00 slot for Dr. Suresh Menon today 2) Log out 3) Log in as receptionist (Hospital A) 4) Open /schedule 5) Click the 16:00 slot and book PT-QA-0003","An appointments row is created for PT-QA-0003 by the receptionist.","","PT-QA-0003 Anitha Menon; slot 16:00","OPD","Roles & Permissions: scheduling access granted to receptionist; doctor_schedules / doctor_slots generated for today (Settings → Doctor Schedules)","","","","","P4-S04","The receptionist takes every appointment call, so if the gate blocks them the scheduling module has no user at all in a real hospital.","RBAC","receptionist (Hospital A)","appointments where hospital_id = A and patient_id = (PT-QA-0003) and appointment_date = today → row exists","e2e/phase-04-opd-journey/P4C.appointments-slots.spec.ts",""
"TC-P4D-001","4D Payer Variations","P1","The Payer Type dropdown offers every payer class the hospital bills","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Open the Payer Type dropdown 4) Read every option","The list includes cash, credit, corporate, TPA/Insurance, PMJAY/Ayushman, CGHS, ESI, State Scheme and Other.","","Master data — Hospital A → Payers & TPAs","Insurance, Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","A payer class that cannot be selected at registration can never be claimed against later, so that revenue is written off by default before anyone has looked at it.","Positive","hospital_admin (Hospital A)","payer_masters where hospital_id = A → rows covering self, tpa, govt and corporate types","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-002","4D Payer Variations","P2","A cash walk-in records payer_type cash on the token","1) Open /opd 2) Register-walk-in flow for PT-QA-0001 with Dr. Suresh Menon and Payer Type Cash 3) Issue the token 4) Read opd_tokens.payer_type","payer_type = 'cash'.","","PT-QA-0001 Ramesh Kumar","Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S01","Cash is the baseline every other payer path is compared against; if the default does not persist correctly none of the variations can be trusted either.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → payer_type = cash","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-003","4D Payer Variations","P2","Selecting TPA reveals the payer list so an insurer can be named","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Search PT-QA-0004 4) Set Payer Type to TPA / Insurance 5) Look for the second dropdown beside it","A ""Select payer…"" dropdown appears listing the configured TPAs.","","PT-QA-0004 Vinod Agarwal; Payers — Star Health Insurance","Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","""TPA"" with no named insurer cannot be claimed against anybody, so the visit is recorded as insured and billed to nobody.","Positive","hospital_admin (Hospital A)","payer_masters where hospital_id = A and payer_type = tpa → at least one row","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-004","4D Payer Variations","P1","A TPA patient's insurer is stored as payer_id on the token","1) Open /opd 2) Register-walk-in flow for PT-QA-0004 with Dr. Suresh Menon 3) Set Payer Type TPA / Insurance and Payer Star Health Insurance 4) Issue the token 5) Read opd_tokens.payer_type and payer_id","payer_type = 'tpa' and payer_id is not null.","","PT-QA-0004 Vinod Agarwal; Star Health Insurance","Insurance, IPD","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","When this patient is admitted next week the pre-auth team reads this record; without it the cashless request starts from scratch and the admission is delayed at the counter.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0004) and visit_date = today → payer_type = tpa and payer_id is not null","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-005","4D Payer Variations","P1","A TPA outpatient consultation still raises a payable bill","1) Open /opd 2) Register-walk-in flow for PT-QA-0004 with Dr. Suresh Menon, Payer Type TPA / Insurance, Payer Star Health Insurance 3) Issue the token 4) Read bills.total_amount for today","An OPD bill exists with total_amount greater than zero.","","PT-QA-0004 Vinod Agarwal; Star Health Insurance","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","Outpatient consultation is not covered by most Indian health policies, so zeroing the fee because the patient carries insurance hands away the money on every insured walk-in.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0004) and bill_type = opd and bill_date = today → total_amount > 0","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-006","4D Payer Variations","P2","An insurer that is not on the payer master cannot be chosen","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Search PT-QA-0004 4) Set Payer Type to TPA / Insurance 5) Read every option in the payer dropdown","The list contains the seeded TPAs including Star Health Insurance, and contains no blank option.","","PT-QA-0004 Vinod Agarwal; Payers & TPAs","Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","A bill attributed to an unnamed or free-text payer is unclaimable, and an empty list means the payer master was never configured rather than that the patient has no insurer.","Negative","hospital_admin (Hospital A)","payer_masters where hospital_id = A and payer_type = tpa → Star Health Insurance exists","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-007","4D Payer Variations","P1","A PMJAY beneficiary's token records the scheme as the payer","1) Open /opd 2) Register-walk-in flow for PT-QA-0005 with Dr. Suresh Menon 3) Set Payer Type PMJAY / Ayushman and Payer PMJAY / Ayushman Bharat 4) Issue the token 5) Read opd_tokens.payer_type","payer_type = 'pmjay'.","","PT-QA-0005 Lakshmi Devi; PMJAY / Ayushman Bharat","PMJAY, Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S06","An Ayushman beneficiary recorded as an ordinary payer receives an invoice for care they are entitled to free, and the hospital loses the scheme claim as well.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0005) and visit_date = today → payer_type = pmjay","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-008","4D Payer Variations","P2","A PMJAY consultation produces a bill that can be reconciled against the scheme","1) Open /opd 2) Register-walk-in flow for PT-QA-0005 with Dr. Suresh Menon and Payer Type PMJAY / Ayushman 3) Issue the token 4) Read the bills row for today","An OPD bill exists for PT-QA-0005 with an id a claim can be attached to.","","PT-QA-0005 Lakshmi Devi","PMJAY, Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S06","PMJAY reimbursement is claimed per bill; a scheme patient with no bill row is a consultation the hospital delivered and can never be paid for.","Cross-Module","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0005) and bill_type = opd and bill_date = today → 1 row","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-009","4D Payer Variations","P1","The CGHS referral lookup can actually run on this database","1) In Supabase, select patient_id from cghs_echs_beneficiaries 2) Confirm the column exists and the query does not error","cghs_echs_beneficiaries.patient_id exists, so BillEditor.handleFinalize's referral lookup can run.","","None","Insurance, Billing","None","","","","","P4-S07","REGRESSION LOCK (BUG-P4-005, fixed by migration 20261013000018): the column was added by a guarded ALTER that ran before the table existed, so on a fresh database it was never created, the referral lookup errored, and the block fired for every CGHS patient including those holding a valid referral letter.","Negative","hospital_admin (Hospital A)","select patient_id from cghs_echs_beneficiaries limit 1 → succeeds without a column-does-not-exist error","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-010","4D Payer Variations","P2","A CGHS patient can be registered with the scheme as the payer","1) Set PT-QA-0006's patient_category to cghs 2) Open /opd 3) Register-walk-in flow for PT-QA-0006 with Dr. Suresh Menon 4) Set Payer Type CGHS and Payer CGHS 5) Issue the token","opd_tokens.payer_type = 'cghs' for the new token.","","PT-QA-0006 R. Subramanian (has referral letter)","Insurance, Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S07","CGHS pensioners are a large and predictable share of any Indian hospital's OPD; if the scheme cannot be recorded at registration none of the downstream claim logic is ever reached.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0006) and visit_date = today → payer_type = cghs","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-011","4D Payer Variations","P1","A CGHS patient with a referral has the referral_date on record","1) Create a beneficiary row for PT-QA-0006 with cghs_id CGHS-QA-0006-11, today's referral_date and the referring wellness centre 2) Select that row back from cghs_echs_beneficiaries","The row exists with a non-null referral_date and the referral hospital name.","","PT-QA-0006 R. Subramanian; phase4.payer.referralHospital","Insurance","None","","","","","P4-S07","An undated referral is not a referral as far as the CGHS payer is concerned, so the date is the whole substance of the record rather than a detail.","Positive","hospital_admin (Hospital A)","cghs_echs_beneficiaries where hospital_id = A and cghs_id = 'CGHS-QA-0006-11' → referral_date is not null","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-012","4D Payer Variations","P1","A CGHS bill with a referral finalises normally","1) Set PT-QA-0006 patient_category to cghs and record a referral with today's date 2) Open /opd and register a walk-in for PT-QA-0006 with Dr. Suresh Menon as CGHS 3) Open /billing 4) Select the patient's OPD bill 5) Click ""Finalise Bill""","No ""CGHS / ECHS Referral Missing"" message appears and bills.bill_status becomes 'final'.","","PT-QA-0006 R. Subramanian (has referral letter)","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S07","A guard that blocks the legitimate case as well as the illegitimate one stops government billing entirely, and the desk works around it by re-registering the patient as cash — which loses the claim.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0006) and bill_type = opd and bill_date = today → bill_status = final","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-013","4D Payer Variations","P1","A CGHS bill without a referral is hard-blocked at finalisation","1) Set PT-QA-0007 patient_category to cghs and remove any cghs_echs_beneficiaries row for them 2) Open /opd and register a walk-in for PT-QA-0007 with Dr. Suresh Menon as CGHS 3) Open /billing 4) Select the bill 5) Click ""Finalise Bill""","The bill does NOT reach 'final' status.","","PT-QA-0007 K. Venkatesan (NO referral letter)","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S08","A CGHS claim raised without a referral is rejected by the payer and the hospital carries the whole amount, so refusing to create the problem is deliberate behaviour and must be proven to fire.","Negative","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0007) and bill_type = opd and bill_date = today → bill_status != final","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-014","4D Payer Variations","P2","The CGHS block explains what is missing and where to fix it","1) Set PT-QA-0007 patient_category to cghs with no referral on file 2) Register a CGHS walk-in for them at /opd 3) Open /billing, select the bill and click ""Finalise Bill"" 4) Read the message","A message titled ""CGHS / ECHS Referral Missing"" is shown and names Insurance → CGHS / ECHS as the place to add the referral.","","PT-QA-0007 K. Venkatesan","Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S08","A blocked action the user cannot diagnose gets worked around rather than fixed, usually by re-registering the patient as a cash case, which loses the government claim entirely.","Negative","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-015","4D Payer Variations","P1","Adding the referral clears the block on the same bill","1) Register a CGHS walk-in for PT-QA-0007 with no referral and confirm finalisation is blocked at /billing 2) Create a cghs_echs_beneficiaries row for PT-QA-0007 with today's referral_date 3) Reopen the bill at /billing 4) Click ""Finalise Bill""","The bill now finalises and bills.bill_status = 'final'.","","PT-QA-0007 K. Venkatesan; phase4.payer.referralBeneficiaryNo","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S08","A block that cannot be cleared traps the bill permanently and forces a manual write-off, so the recovery path matters as much as the block itself.","Positive","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0007) and bill_type = opd and bill_date = today → bill_status = final after the referral is added","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-016","4D Payer Variations","P1","A referral row with a null referral_date does not satisfy the block","1) Create a cghs_echs_beneficiaries row for PT-QA-0007 with referral_date left null 2) Register a CGHS walk-in for PT-QA-0007 at /opd 3) Open /billing, select the bill and click ""Finalise Bill""","The bill is still blocked and does not reach 'final' status.","","PT-QA-0007 K. Venkatesan; referral row with null referral_date","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S08","The lookup filters on referral_date being not null precisely so a half-filled beneficiary record cannot unlock the claim; a blank row must not count as evidence of a referral letter.","Boundary","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0007) and bill_date = today → bill_status != final; cghs_echs_beneficiaries where cghs_id = phase4.payer.referralBeneficiaryNo → referral_date is null","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-017","4D Payer Variations","P1","An ECHS patient is subject to the same referral block as CGHS","1) Set PT-QA-0007 patient_category to echs and remove any beneficiary row 2) Register a walk-in for them at /opd with Payer ECHS 3) Open /billing, select the bill and click ""Finalise Bill""","The bill does not reach 'final' status.","","PT-QA-0007 K. Venkatesan; ECHS payer","Billing, Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S08","ECHS is checked by the same branch as CGHS, so if only one of the two is actually covered then half the ex-servicemen claims are raised with no referral backing them.","Negative","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0007) and bill_date = today → bill_status != final; patients where id = (PT-QA-0007) → patient_category = echs","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-018","4D Payer Variations","P1","A cash patient is never subjected to the CGHS referral block","1) Set PT-QA-0001 patient_category to general 2) Register a cash walk-in for PT-QA-0001 at /opd with Dr. Suresh Menon 3) Open /billing, select the bill and click ""Finalise Bill""","No CGHS message appears and bills.bill_status = 'final'.","","PT-QA-0001 Ramesh Kumar","Billing","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S01","A guard that fires on the wrong patients stops the busiest queue in the hospital, and a false block is as damaging as a missing one because staff learn to distrust the message.","Negative","hospital_admin (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → bill_status = final","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-019","4D Payer Variations","P2","Changing the payer type resets a previously chosen insurer","1) Open /opd 2) Click ""+ Register Walk-in"" 3) Search PT-QA-0004 4) Set Payer Type TPA / Insurance and select Star Health Insurance 5) Change Payer Type to CGHS 6) Read the payer dropdown value","The insurer selection is cleared rather than carried over to the new payer class.","","PT-QA-0004 Vinod Agarwal; Star Health Insurance then CGHS","Insurance","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","A bill claimed against a private insurer under a government scheme code is rejected by both, and the mismatch is invisible on screen once the token is issued.","Boundary","hospital_admin (Hospital A)","None","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-020","4D Payer Variations","P2","The payer chosen at OPD survives onto the token the bill hangs off","1) Open /opd 2) Register-walk-in flow for PT-QA-0004 with Payer Type TPA / Insurance and Star Health Insurance 3) Issue the token 4) Read opd_tokens.payer_type and the matching bills row","opd_tokens.payer_type = 'tpa' and a bill exists for the same patient today.","","PT-QA-0004 Vinod Agarwal; Star Health Insurance","Billing, Insurance, IPD","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","This is the record the pre-auth team reads at admission, so it has to survive the whole registration-to-bill path and not just appear on the screen where it was chosen.","Cross-Module","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0004) and visit_date = today → payer_type = tpa; bills where patient_id = same and bill_date = today → 1 row","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-021","4D Payer Variations","P2","A corporate-panel patient records the corporate payer class","1) Open /opd 2) Register-walk-in flow for PT-QA-0021 with Dr. Suresh Menon 3) Set Payer Type Corporate and Payer Infosys Corporate Panel 4) Issue the token 5) Read opd_tokens.payer_type","payer_type = 'corporate'.","","PT-QA-0021 Sarita Joshi; Infosys Corporate Panel","Billing, CRM","payer_masters configured in Settings → Payer Masters (self, TPA, govt, corporate)","","","","","P4-S05","Corporate visits are invoiced to the employer in a monthly batch; a visit recorded under the wrong class is simply left out of that invoice and never billed to anyone.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0021) and visit_date = today → payer_type = corporate","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4D-022","4D Payer Variations","P1","A billing executive can finalise an ordinary cash OPD bill","1) Register a cash walk-in for PT-QA-0001 at /opd 2) Log out 3) Log in as billing_executive (Hospital A) 4) Open /billing 5) Select the bill and click ""Finalise Bill""","The bill reaches 'final' status under the billing executive login.","","PT-QA-0001 Ramesh Kumar","Billing","Roles & Permissions: billing → finalise granted to billing_executive","","","","","P4-S01","The billing executive closes bills all day; if the gate blocks them the day cannot be closed and the GST invoice series is left with open bills at month end.","RBAC","billing_executive (Hospital A)","bills where hospital_id = A and patient_id = (PT-QA-0001) and bill_type = opd and bill_date = today → bill_status = final","e2e/phase-04-opd-journey/P4D.payer-variations.spec.ts",""
"TC-P4E-001","4E Consultation Workspace","P2","Selecting a token opens the consultation workspace for that patient","1) Register a walk-in for PT-QA-0001 at /opd 2) Click the patient's row in the OPD Queue 3) Read the workspace header","The workspace opens showing Ramesh Kumar's name.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","If the queue and the workspace do not agree on which patient is selected, the doctor documents one patient's consultation against another's record.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → row exists","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-002","4E Consultation Workspace","P2","A waiting token offers the Start Consultation action","1) Register a walk-in for PT-QA-0001 at /opd 2) Select the token in the queue 3) Look at the workspace header","A ""▶ Start Consultation"" button is visible.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Starting the consultation is what stamps the door-to-doctor time and moves the patient off the calling board; with no control the queue never advances.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status = waiting","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-003","4E Consultation Workspace","P2","Starting the consultation moves the token to in_consultation","1) Register a walk-in for PT-QA-0001 at /opd 2) Select the token 3) Click ""▶ Start Consultation"" 4) Read opd_tokens.status","status = 'in_consultation'.","","PT-QA-0001 Ramesh Kumar","","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","A token stuck at waiting keeps the display board calling a patient who is already in the room, and the waiting-time metric never stops counting for them.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → status = in_consultation","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
"TC-P4E-004","4E Consultation Workspace","P2","Starting the consultation stamps consultation_start_at","1) Register a walk-in for PT-QA-0001 at /opd 2) Start the consultation 3) Read opd_tokens.consultation_start_at","consultation_start_at holds a timestamp.","","PT-QA-0001 Ramesh Kumar","Analytics","Tier 0 complete; departments, staff and service_master consultation rows configured (SETTINGS_PREREQ_MATRIX OPD row)","","","","","P4-S01","Door-to-doctor time is a NABH-reported measure computed from this timestamp; with it null the hospital is reporting a number derived from nothing.","Positive","hospital_admin (Hospital A)","opd_tokens where hospital_id = A and patient_id = (PT-QA-0001) and visit_date = today → consultation_start_at is not null","e2e/phase-04-opd-journey/P4E.consultation-workspace.spec.ts",""
