"TC#","Section","Priority","Test Case","Steps","Expected Result","Status(PASS/FAIL/BLOCKED)","mock data","Cross-Module Link","Settings need to set before entering to the module","Actual Result(What happened)","Console Error(Copy-paste red text)","Screenshot(Y/N)","Notes","Journey Scenario","Why This Exists","Test Type","Role/Login","Supabase Verify","Playwright Spec","Defect ID"
"TC-P3D-006","3D ABHA / ABDM","P1","FINDING: because the Link UI is unreachable (TC-P3D-005), no abdm_consent_logs ""linking"" row can ever be written through the live app for a fresh link","MANUAL/CODE-INSPECTION ONLY: 1) Confirm (per TC-P3D-005) that ABHASearchPanel's Link button — the only code path that inserts an abdm_consent_logs row with consent_type ""linking"" and consent_given true — is never reachable for a not-yet-linked patient File: src/components/patients/ABHASearchPanel.tsx","abdm_consent_logs never receives a fresh ""linking, consent_given=true"" row through the live UI — only the pre-seeded / directly-written case (see TC-P3D-007, which seeds abha_id via the service-role client to test Unlink) can exist in this table.","","None","ABDM","None","","","","","P3-S06","The consent-log table exists specifically so a NABH/DPDP audit can prove verbal consent was obtained before ABDM sharing began — if no live path ever writes a fresh ""linking"" row, that audit trail can never actually be populated by real staff activity.","Negative","hospital_admin (Hospital A)","None — see TC-P3D-005","",""
"TC-P3D-007","3D ABHA / ABDM","P2","Unlinking a linked ABHA clears patients.abha_id and logs a consent_given=false row","1) Seed patients.abha_id = phase3.abha.sandboxValid directly on PT-QA-0002 via the service-role client (bypassing the unreachable Link UI, per TC-P3D-005) 2) Open /patients/<PT-QA-0002 id>/summary 3) Click the ABHA tab 4) Click ""Unlink"", then ""Yes, Unlink"" Route: /patients","patients.abha_id and abha_verified both clear to null/false, and a new abdm_consent_logs row is written with consent_given = false documenting the withdrawal.","","PT-QA-0002, phase3.abha.sandboxValid","ABDM","None","","","","","P3-S06","A patient can withdraw ABDM sharing consent at any time under DPDP Act 2023 — the withdrawal itself must be as auditable as the original grant, regardless of how the original link was created.","Positive","hospital_admin (Hospital A)","patients where uhid = 'PT-QA-0002' → abha_id is null; abdm_consent_logs where patient_id = (that id) and consent_given = false → newest row","e2e/phase-03-patient-records/P3D.abha.spec.ts",""
"TC-P3D-008","3D ABHA / ABDM","P2","The ABHA verify+consent+link panel is reachable from neither the registration form nor the patient edit drawer","1) Open /patients 2) Click ""Register New Patient"" — confirm the ""ABHA Linking & Consent"" panel is absent (only the inline Verify button exists) 3) Close the form 4) Open PT-QA-0002 and click its pencil ""Edit Patient"" icon in the detail drawer 5) Confirm the same panel is absent there too Route: /patients","Neither reachable edit/registration surface in the app renders the ""ABHA Linking & Consent"" panel with its verbal-consent checkbox and consent history — confirming Finding #6 live, not just via grep.","","None","ABDM","None","","","","","P3-S05","Explains to future testers why an ABHA number entered at first registration is verified but has no abdm_consent_logs row (TC-P3D-003 vs TC-P3D-006) — the panel that would create one is unreachable everywhere, by design gap rather than by test coverage gap.","Negative","hospital_admin (Hospital A)","patients where hospital_id = A → no new row (this case only inspects open forms, it never submits)","e2e/phase-03-patient-records/P3D.abha.spec.ts",""
"TC-P3D-009","3D ABHA / ABDM","P2","Creating a new ABHA via Aadhaar OTP is not automatable","MANUAL ONLY: 1) Open ABHA creation via Aadhaar for a patient with no existing ABHA 2) Enter a real Aadhaar number 3) Receive and enter the live Aadhaar OTP 4) Confirm ABHA address creation Route: /patients (ABHA panel)","A new ABHA number and address are issued via NHA's live enrolByAadhaar/validateByAadhaar APIs and linked to the patient.","","None — requires a real Aadhaar number and live OTP, which cannot be scripted","ABDM","Live ABDM sandbox credentials configured","","","","","P3-S06","Automating this would require a real Aadhaar-linked mobile to receive a live OTP — scripting it would test a mock, not the thing that actually breaks in production.","Positive","hospital_admin (Hospital A)","patients where id = (test patient) → abha_id populated after manual run","",""
"TC-P3D-010","3D ABHA / ABDM","P2","Creating a new ABHA via mobile OTP is not automatable","MANUAL ONLY: 1) Open ABHA creation via mobile number for a patient with no existing ABHA 2) Enter a real mobile number 3) Receive and enter the live mobile OTP 4) Confirm ABHA address creation Route: /patients (ABHA panel)","A new ABHA number and address are issued via NHA's live enrolByMobile/validateByMobile APIs and linked to the patient.","","None — requires a real mobile number and live OTP","ABDM","Live ABDM sandbox credentials configured","","","","","P3-S06","Same reasoning as TC-P3D-009 — a live OTP to a real phone cannot be scripted without testing a mock rather than the production path.","Positive","hospital_admin (Hospital A)","None","",""
"TC-P3E-001","3E Kiosk","P2","Kiosk landing loads for a valid hospital id","1) Open /kiosk?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') in a fresh browser tab (no login required)","The kiosk home screen renders with the hospital name in the header and options for existing/new patient check-in.","","None","","None","","","","","P3-S07","The kiosk is unauthenticated self-service hardware in the lobby — if the landing screen fails to load, the device is useless all day with no staff alerted.","Positive","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-002","3E Kiosk","P1","New Patient registration requires name, 10-digit phone, gender and department","1) Open /kiosk/register?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Leave Full Name blank, fill nothing else 3) Tap Next","An on-screen error (""Please fill all required fields"" / ""Name is required"") blocks progress; the same happens if phone is under 10 digits or gender is unset, and department is unset on step 2.","","None","","At least one active clinical department configured","","","","","P3-S07","A kiosk registration missing a department cannot raise a valid OPD token — the patient would be stuck at the kiosk with no queue position.","Negative","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-003","3E Kiosk","P1","A kiosk-issued UHID does NOT follow the hospital's configured UHID prefix/format","1) Open /kiosk/register?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Complete New Patient registration with phase3.kiosk.newPatient 3) Read the printed token's UHID","CURRENT APP BEHAVIOUR (a defect): the UHID is `K<8-digit timestamp>` — it ignores hospitals.uhid_prefix/uhid_date_format entirely and does not use the next_seq RPC used by every other registration path.","","phase3.kiosk.newPatient","","None","","","","","P3-S07","A UHID series that does not match the hospital's configured format is confusing on printed slips and — because it is a raw millisecond timestamp with no server-side atomic sequence — carries a theoretical collision risk under simultaneous kiosk submissions.","Negative","Logged out (kiosk device)","patients where hospital_id = A and full_name = 'Suman Ghosh' → uhid starts with 'K', not with hospitals.uhid_prefix","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-004","3E Kiosk","P1","A kiosk new-patient registration creates a patients row and an opd_token in one flow","1) Open /kiosk/register?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Complete registration with phase3.kiosk.newPatient, selecting any active department 3) Reach the token receipt screen","A patients row and a matching opd_tokens row both exist, linked by patient_id, with the token visible for the patient to be called.","","phase3.kiosk.newPatient","OPD","At least one active clinical department","","","","","P3-S07","If either half of this two-table write fails silently, the patient either has no queue position or a token pointing at nobody.","Positive","Logged out (kiosk device)","patients where hospital_id = A and full_name = 'Suman Ghosh' → row exists; opd_tokens where patient_id = (that id) and visit_date = today → row exists","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-005","3E Kiosk","P1","Registering the same phone number twice via ""New Patient"" creates two separate patient rows","1) Complete TC-P3E-004 2) Return to /kiosk?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') and register a New Patient again using the SAME phase3.kiosk.newPatient phone but a slightly different name","CURRENT APP BEHAVIOUR (a defect): the second registration succeeds with no phone lookup or warning, creating a second patients row for the same phone number — unlike mode=existing, which does search first.","","phase3.kiosk.newPatient.phone","","None","","","","","P3-S07","A returning patient who taps ""New Patient"" by mistake — the natural choice for someone unfamiliar with the kiosk — silently forks their record exactly like the front-desk gap in Section 3B.","Negative","Logged out (kiosk device)","patients where hospital_id = A and phone = '9876555020' → count = 2","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-006","3E Kiosk","P1","Existing-patient check-in DOES search by phone before showing any tokens","1) Open /kiosk/checkin?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Enter PT-QA-0002's phone (9876500002) 3) Enter the on-screen simulation OTP 4) Observe the result","The kiosk looks up patients by phone (is_active = true, ilike match) BEFORE showing anything — this is the positive contrast to New Patient mode's total absence of a lookup.","","PT-QA-0002 phone 9876500002","","None","","","","","P3-S07","Confirms the existing-patient path was built correctly, which makes the New Patient path's missing lookup (TC-P3E-005) a genuine inconsistency rather than a deliberate design choice.","Positive","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-007","3E Kiosk","P2","Existing-patient check-in with an unregistered phone shows an explicit message rather than silently creating a patient","1) Open /kiosk/checkin?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Enter a phone number with no matching patient (any unused 10-digit number) 3) Enter the on-screen simulation OTP","""No patient registered with this number. Please use 'New Patient' instead."" is shown, and no patients row is created for that phone.","","None (an unused 10-digit number)","","None","","","","","P3-S07","Silently auto-creating a patient from an unrecognised phone at check-in would bypass every field the New Patient flow collects (gender, department).","Positive","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-008","3E Kiosk","P3","The kiosk simulation OTP banner displays a 6-digit code when SMS is not configured","1) Open /kiosk/checkin?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Enter any 10-digit phone 3) Tap Send OTP","A yellow ""Kiosk Mode — OTP"" banner shows a 6-digit code on screen, confirming Supabase Phone Auth is not configured for this QA project and the app has fallen back gracefully rather than hanging.","","None","","None","","","","","P3-S07","Documents the current QA-environment behaviour so a tester doesn't mistake the visible OTP for a security bug specific to this build — it is the documented fallback in the component's own header comment.","Positive","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-009","3E Kiosk","P2","An incorrect OTP is rejected at the kiosk","1) Open /kiosk/checkin?h=Hospital A's id (Supabase: hospitals where name = 'Aarogya Multispecialty Hospital') 2) Enter any 10-digit phone and tap Send OTP 3) Note the displayed simulation code 4) Enter phase3.kiosk.wrongOtp (000000) instead","""Incorrect OTP. Please check and try again."" is shown and the flow does not advance to the tokens screen.","","phase3.kiosk.wrongOtp","","None","","","","","P3-S07","Even in kiosk-simulation mode, the OTP comparison must actually gate access — an OTP screen that accepts any input defeats the purpose of the identity check entirely.","Negative","Logged out (kiosk device)","None","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3E-010","3E Kiosk","P2","The kiosk token receipt shows the correct department and token number after check-in","1) Complete TC-P3E-004 (new-patient registration with a chosen department) 2) Read the token receipt screen Route: /kiosk/register","The receipt shows the same department selected during registration and a token number matching the opd_tokens row created (generate_token_number RPC).","","phase3.kiosk.newPatient","OPD","None","","","","","P3-S07","A receipt showing the wrong department sends the patient to sit in the wrong doctor's waiting area.","Positive","Logged out (kiosk device)","opd_tokens where patient_id = (Suman Ghosh's id) → department_id matches the one selected on screen","e2e/phase-03-patient-records/P3E.kiosk.spec.ts",""
"TC-P3F-001","3F Patient portal","P1","A single-match email lands directly on the portal dashboard","1) In Supabase, set patients.email = phase3.portal.singleMatchEmail on PT-QA-0002 2) Mint a magic-link session for that email via the service-role admin.generateLink() and open it in the browser 3) Observe the landing page Route: /portal","The session activates immediately and redirects to /portal/dashboard showing Sunita Reddy's (PT-QA-0002) name and UHID — no profile picker or create-profile screen appears for a single unambiguous match.","","phase3.portal.singleMatchEmail, PT-QA-0002","","Email OTP enabled in Supabase Auth (see header comment in PatientPortalLogin.tsx)","","","","","P3-S08","This is the everyday path most patients take — if it breaks, the portal is unusable for the majority of logins, not just an edge case.","Positive","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-002","3F Patient portal","P1","A portal session can see its own bills but not another patient's","1) Complete TC-P3F-001 to log in as PT-QA-0002 2) Open /portal/bills 3) Separately, as the service-role client, query bills for a different Hospital A patient (e.g. PT-QA-0001) 4) Compare","/portal/bills shows only PT-QA-0002's own bills. This test resolves the RLS question raised during code review: does an OTP-authenticated patient session (which has no row in the `users` table, so get_user_hospital_id() returns NULL) see its own data correctly, or does the same NULL-returning RLS policy silently return zero rows for everyone?","","PT-QA-0002","Billing","PT-QA-0002 has at least one bill (seed data or Phase 8 fixture)","","","","","P3-S08","If the portal shows an empty bills page for a genuine patient session, that is a silent functional bug hiding behind what looks like 'no bills yet' — patients would believe the hospital lost their billing history.","Negative","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-003","3F Patient portal","P1","A portal session can see its own lab/radiology reports but not another patient's","1) Log in to the portal as PT-QA-0002 2) Open /portal/reports","The reports page loads and, if PT-QA-0002 has resulted lab orders, shows them; it never shows a report belonging to a different patient_id.","","PT-QA-0002","Lab","None","","","","","P3-S08","A reports page that leaks another patient's results is a direct DPDP Act 2023 breach, not a cosmetic bug.","Negative","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-004","3F Patient portal","P2","A portal session shows only its own upcoming appointments","1) Log in to the portal as PT-QA-0002 2) Open /portal/appointments","Only appointments where patient_id equals the logged-in patient appear.","","PT-QA-0002","OPD","None","","","","","P3-S08","Seeing another patient's upcoming appointment slot discloses their visit schedule, a privacy leak even without clinical detail.","Negative","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-005","3F Patient portal","P2","An email matching more than one patient record shows a profile picker","1) In Supabase, set patients.email = phase3.portal.multiMatchEmail on BOTH PT-QA-0002 and PT-QA-0003 2) Mint and open a magic-link session for that email Route: /portal","A ""Select Your Profile"" screen lists both matching patients (name, UHID, age, gender) instead of auto-logging into either one.","","phase3.portal.multiMatchEmail, PT-QA-0002, PT-QA-0003","","None","","","","","P3-S08","One shared family email covering a parent and child is common — silently picking the wrong profile would show one patient the other's medical records.","Positive","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-006","3F Patient portal","P1","Selecting a profile from the picker logs in as that specific patient only","1) Complete TC-P3F-005 2) Click the PT-QA-0003 (Anitha Menon) card in the picker Route: /portal","The portal activates PT-QA-0003 specifically — the dashboard shows Anitha Menon's name and UHID, not PT-QA-0002's.","","PT-QA-0003","","None","","","","","P3-S08","Confirms the picker's selection actually threads through to the activated session rather than defaulting to the first match regardless of the click.","Positive","Patient portal (own session)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-007","3F Patient portal","P2","An email matching zero patient records shows the self-service Create Profile form","1) Mint and open a magic-link session for phase3.portal.noMatchEmail (an email not on any patient record) Route: /portal","""Create Your Profile"" is shown with the logged-in email pre-filled and a Full Name field required to proceed.","","phase3.portal.noMatchEmail","","None","","","","","P3-S08","A genuinely new patient discovering the portal before ever visiting the hospital in person must have a path in — refusing them entirely would just push everyone back to the phone.","Positive","Patient portal (own session)","patients where email = phase3.portal.noMatchEmail → no row exists yet (the profile has not been created, only the form is shown)","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-008","3F Patient portal","P2","Self-service profile creation issues a THIRD, distinct UHID series","1) Complete TC-P3F-007 2) Fill Full Name, Gender, DOB, Mobile from phase3.portal.createProfile 3) Click ""Create Profile & Continue"" 4) Read the new patient's uhid in Supabase Route: /portal","CURRENT APP BEHAVIOUR (a defect): the UHID is `PAT-<year>-<6 random base36 chars>` (genUhid() in PatientPortalLogin.tsx) — a THIRD scheme, matching neither the staff registration series nor the kiosk's `K...` series.","","phase3.portal.createProfile, phase3.portal.noMatchEmail","","None","","","","","P3-S08","Three unrelated UHID formats across three registration surfaces make it impossible for a hospital to reason about ""is this a valid UHID"" in a single regex anywhere in reporting, exports or integrations.","Negative","Patient portal (own session)","patients where hospital_id = A and full_name = 'Divakar Reddy' → uhid matches /^PAT-\d{4}-[A-Z0-9]{6}$/","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-009","3F Patient portal","P1","A soft-deleted (is_active=false) patient cannot log into the patient portal","1) In Supabase, set patients.is_active = false for PT-QA-0002 (revert after) 2) Set its email to phase3.portal.singleMatchEmail 3) Mint and open a magic-link session for that email Route: /portal","The lookup finds zero matches (findPatients() filters is_active = true) and the portal shows Create Profile — it does NOT log into the deactivated record.","","PT-QA-0002, phase3.portal.singleMatchEmail","","None","","","","","P3-S10","A soft-deleted patient regaining portal access to their own (or a since-reused) record would defeat the entire purpose of the DPDP erasure toggle in Section 3H.","Positive","Patient portal (own session)","patients where uhid = 'PT-QA-0002' → is_active = false throughout","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3F-010","3F Patient portal","P1","A Hospital B patient's portal session cannot see Hospital A data by guessing the URL","1) Log in to the portal as PT-QA-0030 (Rohan Kulkarni, Hospital B) via its own hospital's portal URL 2) With that session active, edit the URL's ?h= query param to Hospital A's id and reload /portal/bills","The session either stays scoped to Hospital B (blank/own data only) or is rejected outright — at no point does swapping the ?h= param expose any Hospital A patient or billing data.","","PT-QA-0030","","None","","","","","P3-S12","The portal's hospital scoping comes from client-side sessionStorage and a URL query param, both of which a user fully controls — this is exactly the shape of parameter a determined patient could tamper with.","Cross-Module","Patient portal (own session, Hospital B)","None","e2e/phase-03-patient-records/P3F.portal.spec.ts",""
"TC-P3G-001","3G Edit & audit trail","P1","Editing a patient's phone via the detail drawer persists the new value","1) Open /patients 2) Click PT-QA-0002 (Sunita Reddy) to open the detail drawer 3) Click the pencil (Edit) icon 4) Change Phone to phase3.edit.newPhone 5) Click Save Changes","A ""Patient details updated"" toast appears and the drawer now shows the new phone number after it re-fetches.","","PT-QA-0002, phase3.edit.newPhone","","None","","","","","P3-S09","A phone correction is the single most common patient-record edit in daily operation — it must actually reach the database, not just the toast.","Positive","hospital_admin (Hospital A)","patients where uhid = 'PT-QA-0002' → phone = '9876599999'","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-002","3G Edit & audit trail","P1","Editing a patient's phone writes an audit_log row with old and new values","1) Note the current phone value for PT-QA-0002 before editing 2) Complete TC-P3G-001 3) Query audit_log for table_name = patients, record_id = PT-QA-0002's id, ordered newest first Route: /patients","The newest audit_log row has action = ""UPDATE"", old_values.phone = the previous number, and new_values.phone = ""9876599999"".","","PT-QA-0002","","None","","","","","P3-S09","This is the DPDP/NABH-required PHI change trail — without it, nobody can answer ""who changed this patient's contact details and when"" after the fact.","Positive","hospital_admin (Hospital A)","audit_log where table_name = 'patients' and record_id = (PT-QA-0002 id) → newest row has new_values->>'phone' = '9876599999'","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-003","3G Edit & audit trail","P2","The audit_log row records the editing user's id","1) Complete TC-P3G-001 while logged in as hospital_admin 2) Read the newest audit_log row's changed_by column Route: /patients","changed_by equals the hospital_admin's own users.id (via auth.uid()), not null and not another user's id.","","PT-QA-0002","","None","","","","","P3-S09","An audit trail with no reliable ""who"" column cannot support an internal investigation or a NABH evidence request.","Positive","hospital_admin (Hospital A)","audit_log where table_name = 'patients' and record_id = (PT-QA-0002 id) → newest row changed_by is not null","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-004","3G Edit & audit trail","P2","Editing via the Register/Edit modal (not the drawer) also persists and audits the change","1) Open PT-QA-0003 (Anitha Menon) via any screen that opens PatientRegistrationModal in edit mode 2) Change the Address field 3) Save Route: /patients","The address updates in the database and a matching audit_log row is written — the same trigger fires regardless of which UI component performed the update.","","PT-QA-0003","","None","","","","","P3-S09","There are two separate edit surfaces in the app (drawer and modal) — this proves the DB-level audit trigger protects both, not just the one exercised in TC-P3G-001/002.","Positive","hospital_admin (Hospital A)","audit_log where table_name = 'patients' and record_id = (PT-QA-0003 id) → newest row reflects the address change","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-005","3G Edit & audit trail","P3","A no-op edit (Save with nothing changed) still writes an audit_log row","1) Open PT-QA-0004's edit form 2) Change nothing 3) Click Save Changes Route: /patients","The UPDATE still executes (Postgres fires row triggers on UPDATE even with identical values), so a new audit_log row appears with old_values equal to new_values.","","PT-QA-0004","","None","","","","","P3-S09","Documents that the audit trail cannot be used to infer 'a real change happened' on its own — a no-op save still produces a row, which matters for anyone reading the log later.","Boundary","hospital_admin (Hospital A)","audit_log where table_name = 'patients' and record_id = (PT-QA-0004 id) → a new row appears with old_values = new_values","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-006","3G Edit & audit trail","P2","Phone edit rejects a value that is not exactly 10 digits","1) Open PT-QA-0002's edit form 2) Change Phone to phase3.edit.invalidPhone (5 digits) 3) Click Save Changes Route: /patients","""Phone must be exactly 10 digits"" is shown and the save is blocked — the stored phone is unchanged.","","PT-QA-0002, phase3.edit.invalidPhone","","None","","","","","P3-S09","The same validation that protects registration must also protect edits — otherwise a malformed number can only get INTO the system via an edit, not registration, and still cause the same downstream SMS failures.","Negative","hospital_admin (Hospital A)","patients where uhid = 'PT-QA-0002' → phone unchanged from before this test","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-007","3G Edit & audit trail","P1","Full name cannot be cleared to empty on edit","1) Open PT-QA-0002's edit form 2) Clear the Full Name field entirely 3) Click Save Changes Route: /patients","""Patient name is required"" is shown and the save is blocked.","","PT-QA-0002","","None","","","","","P3-S09","A blanked-out name on an existing, active patient with real history attached would be far more damaging than rejecting one at registration — every existing bill, order and chart entry becomes unattributed.","Negative","hospital_admin (Hospital A)","patients where uhid = 'PT-QA-0002' → full_name still 'Sunita Reddy'","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-008","3G Edit & audit trail","P2","A receptionist can edit patient demographic details","1) Log in as receptionist (Hospital A) 2) Open PT-QA-0005 and edit the Address field 3) Save Route: /patients","The edit succeeds — the receptionist role is the one that routinely corrects contact details at the front desk.","","PT-QA-0005","","Roles & Permissions: receptionist has edit access on patients","","","","","P3-S09","If only hospital_admin can fix a mistyped address, every correction queues up behind an administrator who is rarely at the front desk.","RBAC","receptionist (Hospital A)","patients where uhid = 'PT-QA-0005' → address reflects the edit","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3G-009","3G Edit & audit trail","P3","FHIR R4 export downloads a bundle containing the current patient details","1) Open PT-QA-0002's detail drawer 2) Click ""Export FHIR R4"" Route: /patients","A JSON file downloads containing a FHIR bundle with a Patient resource matching PT-QA-0002's current name and identifiers, plus Encounter/Condition resources.","","PT-QA-0002","ABDM","None","","","","","P3-S09","This export is the mechanism by which a patient's record leaves this hospital for ABDM health-record sharing — if it silently fails or contains stale data, the receiving facility gets a wrong picture.","Cross-Module","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3G.edit-audit.spec.ts",""
"TC-P3H-001","3H Soft-delete / erasure","P1","Deleting a patient sets is_active=false rather than removing the row","1) Register a disposable test patient (reuse phase3.registration.receptionistEntry with a fresh phone if already used) with no admissions or bills 2) Open its detail drawer 3) Click the trash icon 4) Confirm ""Delete Patient"" in the dialog Route: /patients","A ""Patient removed from active records"" toast appears; the patients row still exists in the database with is_active = false — it is never actually deleted.","","phase3.registration.receptionistEntry","","None","","","","","P3-S10","This is the whole premise DPDP-erasure testing rests on — every other case in this section only makes sense if delete really is soft.","Positive","hospital_admin (Hospital A)","patients where full_name = 'Farida Sheikh' → row still exists, is_active = false","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-002","3H Soft-delete / erasure","P1","A soft-deleted patient is excluded from the default patient list","1) Complete TC-P3H-001 2) Open /patients with ""Show Inactive"" left OFF","The deleted patient does not appear anywhere in the list or the total-count badge.","","None (uses the patient from TC-P3H-001)","","None","","","","","P3-S10","A deactivated patient still showing in the daily working list would let staff keep booking appointments against a record the hospital believes it removed.","Positive","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-003","3H Soft-delete / erasure","P2","A soft-deleted patient reappears when ""Show Inactive"" is toggled on","1) With the patient from TC-P3H-001 still deleted, open /patients 2) Click ""Show Inactive""","The patient reappears in the list, greyed out, with an ""Inactive"" badge next to the name.","","None","","None","","","","","P3-S10","Historical/audit access to a deactivated record must remain possible — DPDP soft-delete is about hiding from routine work, not making the record unfindable to authorised staff.","Positive","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-004","3H Soft-delete / erasure","P1","A soft-deleted patient is excluded from name/phone/UHID search by default","1) With ""Show Inactive"" OFF, search /patients for the deleted patient's exact name or UHID","No results are returned — search respects the same is_active filter as the base list.","","None","","None","","","","","P3-S10","DPDP erasure explicitly requires exclusion from ""all searches"" — a search box that bypasses the list filter would undermine the whole feature.","Negative","hospital_admin (Hospital A)","None","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-005","3H Soft-delete / erasure","P1","Delete is blocked for a patient with an active (non-discharged) admission","1) Identify a Hospital A patient with an admissions row where status != ""discharged"" (or create one if Phase 7 fixtures exist) 2) Attempt to delete that patient Route: /patients","""Cannot delete patient with active admissions. Please discharge first."" is shown in the confirmation dialog and is_active stays true.","","A patient with an active admission (Phase 7 fixture, or skip with a named reason if none exists yet)","IPD","None","","","","","P3-S10","Soft-deleting a currently-admitted patient would strand every nursing/billing screen that is actively working their stay.","Negative","hospital_admin (Hospital A)","admissions where patient_id = (that patient) and status != discharged → still exists; patients.is_active still true","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-006","3H Soft-delete / erasure","P1","Delete is blocked for a patient with an unpaid bill","1) Identify a Hospital A patient with a bills row where payment_status is not in (paid, cancelled, or a refund status) 2) Attempt to delete that patient Route: /patients","""Cannot delete patient with unpaid bills. Please settle bills first."" is shown and is_active stays true.","","A patient with an unpaid bill (Phase 8 fixture, or skip with a named reason if none exists yet)","Billing","None","","","","","P3-S10","Deactivating a patient who still owes money would make that receivable invisible on every collections and ageing report.","Negative","hospital_admin (Hospital A)","bills where patient_id = (that patient) and payment_status not in (paid,cancelled,...) → still exists; patients.is_active still true","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-007","3H Soft-delete / erasure","P2","Delete is allowed for a patient whose only bills are paid or cancelled","1) Use the disposable test patient from TC-P3H-001, which has zero bills (vacuously satisfies ""no unpaid bills"") 2) Confirm the delete succeeds (already proven) 3) As a positive control, note no ""unpaid bills"" error appeared Route: /patients","Delete completes without the unpaid-bills guard firing, confirming the guard is scoped to genuinely unpaid bills and does not block a clean record.","","None","Billing","None","","","","","P3-S10","Without this contrast case, TC-P3H-006 alone can't distinguish 'the guard correctly blocks unpaid bills' from 'the guard blocks every delete, unpaid or not.'","Positive","hospital_admin (Hospital A)","patients where full_name = phase3.registration.receptionistEntry.fullName → is_active = false, confirming TC-P3H-001's delete went through uncontested","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
"TC-P3H-008","3H Soft-delete / erasure","P2","The delete confirmation dialog names the specific patient before proceeding","1) Open any patient's detail drawer 2) Click the trash icon Route: /patients","The confirmation dialog title reads ""Delete <that patient's full name>?"" — not a generic ""Delete this patient?"" with no name.","","PT-QA-0006","","None","","","","","P3-S10","A generic confirmation on a list where staff click quickly between rows is how the wrong patient gets deactivated by mistake.","Positive","hospital_admin (Hospital A)","patients where uhid = 'PT-QA-0006' → is_active still true (the dialog was cancelled, not confirmed)","e2e/phase-03-patient-records/P3H.soft-delete.spec.ts",""
