TC#,Section,Priority,Test Case,Steps,Expected Result,Status(PASS/FAIL/BLOCKED),mock data,Cross-Module Link,Settings need to set before entering to the module,Actual Result(What happened),Console Error(Copy-paste red text),Screenshot(Y/N),Notes,Journey Scenario,Why This Exists,Test Type,Role/Login,Supabase Verify,Playwright Spec,Defect ID
TC-P2B-105,2B Identity,P3,The DNS value can be copied to the clipboard,1) Open /settings/white-label 2) Enter a custom domain 3) Click the copy control beside the DNS value,"A ""Copied to clipboard"" confirmation appears.",,phase2.entry./settings/white-label — customDomain aarogya-qa.example.in,Patient Portal,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,A DNS value mistyped by one character fails verification with no useful error. Copy-to-clipboard removes the most common cause of a stalled domain setup.,Positive,hospital_admin (Hospital A),None — clipboard interaction,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-106,2B Identity,P3,DNS verification reports its outcome,1) Open /settings/white-label 2) Enter a custom domain and save 3) Click the verify action 4) Read the result,"The screen states the verification outcome and what happens next, including the SSL issuance timeline.",,phase2.entry./settings/white-label — customDomain aarogya-qa.example.in,Patient Portal,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Without an explicit outcome the hospital cannot tell whether it is waiting on DNS propagation or on a mistake it made. Silence here generates the support ticket the screen exists to prevent.,Positive,hospital_admin (Hospital A),None — reads the verification result message,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-107,2B Identity,P2,White-label settings survive a hard reload,1) Open /settings/white-label 2) Set a theme colour and a custom domain 3) Save both 4) Hard-reload,Both values are still shown after the reload.,,phase2.entry./settings/white-label — customDomain aarogya-qa.example.in,"Patient Portal, Branding",Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"Four screens in this phase persisted nothing behind a green toast. This one writes to hospitals through an `as any` cast, which suppresses the type checking that would otherwise catch a wrong column name.",Positive,hospital_admin (Hospital A),hospitals where id = A → theme and custom domain both persist,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-108,2B Identity,P1,Hospital A's white-label settings are invisible to Hospital B,1) Sign in as the Hospital B administrator 2) Open /settings/white-label as Hospital B 3) Read the custom domain,Hospital B sees no trace of Hospital A's domain or theme.,,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, Patient Portal",Both QA tenants seeded,,,,,P2-Setup,A custom domain is a routing instruction. One tenant reading or writing another's could redirect a hospital's patient portal traffic to a domain it does not control.,Cross-Module,hospital_admin (Hospital B),hospitals queried as the Hospital B admin → zero rows for Hospital A,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-109,2B Identity,P2,A receptionist cannot reach the White-Label screen,1) Log in as receptionist (Hospital A) 2) Navigate directly to /settings/white-label,"The route is blocked — redirected away, or an explicit access-denied message.",,"MOCK_DATA_BOOK Staff logins — receptionist (Hospital A), Ms. Divya Sharma",Patient Portal,Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Changing the custom domain changes where patients are sent. That is an infrastructure decision, not a front-desk one.",RBAC,receptionist (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-110,2B Identity,P2,The White-Label screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/white-label 3) Save the theme and the domain 4) Read the console,No red console text from either save path.,,phase2.entry./settings/white-label — customDomain aarogya-qa.example.in,Patient Portal,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"Both saves write to hospitals through an `as any` cast, so a column that does not exist produces a PostgREST error that never reaches the UI and appears only in the console.",Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-111,2B Identity,P3,Support screen loads with the ticket form and existing tickets,1) Open /settings/support 2) Read the page,"Subject, Category and ""Describe the issue"" render, along with any existing tickets for this hospital. No red console errors.",,"phase2.entry./settings/support — subject ""QA Phase 2 smoke""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"This is the hospital's only in-product route to the vendor. If it will not load, a hospital in trouble has no way to reach anyone from inside the system.",Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A → matches the tickets displayed,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-112,2B Identity,P2,A support ticket submits and is stored,"1) Open /settings/support 2) Enter Subject ""QA Phase 2 smoke"" 3) Select a Category 4) Enter the description 5) Submit","A ""Support ticket submitted"" toast appears and a platform_support_tickets row exists for Hospital A with that subject.",,"phase2.entry./settings/support — subject ""QA Phase 2 smoke"", body ""Raised by the Phase 2 data-entry suite. Safe to close.""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,A ticket that appears to submit and writes nothing is worse than no support form: the hospital believes help is coming and waits.,Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A and subject = 'QA Phase 2 smoke' → 1 row,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-113,2B Identity,P3,A ticket cannot be submitted without a subject,1) Open /settings/support 2) Leave Subject blank 3) Enter a description 4) Submit,The submission is refused and no platform_support_tickets row is written.,,None — deliberately omits the required Subject,Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"A subjectless ticket cannot be triaged or prioritised, so it sits at the bottom of the queue while the hospital waits.",Negative,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A and (subject is null or subject = '') → 0 rows,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-114,2B Identity,P3,A ticket cannot be submitted without a description,"1) Open /settings/support 2) Enter a Subject 3) Leave ""Describe the issue"" blank 4) Submit",The submission is refused and no row is written.,,None — deliberately omits the required description,Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"A ticket with only a subject forces a round trip before anyone can even begin, which doubles the time to resolution on an issue that may be blocking clinical work.",Negative,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A and body is null → 0 rows,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-115,2B Identity,P3,"Support ticket category ""Billing"" saves","1) Open /settings/support 2) Enter a Subject and description 3) Select Category ""Billing"" 4) Submit",A platform_support_tickets row is written with category = 'billing'.,,"The Category options on SettingsSupportPage — ""billing""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Category is what routes a ticket to the right team and sets its urgency. Each value is tested because one failing to save silently sends every such ticket to the default queue. This one covers a disputed invoice or a subscription question.,Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A → category = 'billing',e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-116,2B Identity,P3,"Support ticket category ""Technical"" saves","1) Open /settings/support 2) Enter a Subject and description 3) Select Category ""Technical"" 4) Submit",A platform_support_tickets row is written with category = 'technical'.,,"The Category options on SettingsSupportPage — ""technical""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"Category is what routes a ticket to the right team and sets its urgency. Each value is tested because one failing to save silently sends every such ticket to the default queue. This one covers the system being down, which is the most time-critical category.",Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A → category = 'technical',e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-117,2B Identity,P3,"Support ticket category ""Clinical Workflow"" saves","1) Open /settings/support 2) Enter a Subject and description 3) Select Category ""Clinical Workflow"" 4) Submit",A platform_support_tickets row is written with category = 'clinical_workflow'.,,"The Category options on SettingsSupportPage — ""clinical_workflow""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Category is what routes a ticket to the right team and sets its urgency. Each value is tested because one failing to save silently sends every such ticket to the default queue. This one covers a workflow that does not match how the hospital actually works.,Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A → category = 'clinical_workflow',e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-118,2B Identity,P3,"Support ticket category ""Training"" saves","1) Open /settings/support 2) Enter a Subject and description 3) Select Category ""Training"" 4) Submit",A platform_support_tickets row is written with category = 'training'.,,"The Category options on SettingsSupportPage — ""training""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Category is what routes a ticket to the right team and sets its urgency. Each value is tested because one failing to save silently sends every such ticket to the default queue. This one covers a staff member who cannot use a screen.,Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A → category = 'training',e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-119,2B Identity,P3,A submitted ticket appears in the hospital's ticket list,1) Open /settings/support 2) Submit a ticket 3) Reload the page 4) Read the ticket list,The ticket is listed with its subject and status after the reload.,,"phase2.entry./settings/support — subject ""QA Phase 2 smoke""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"Without a visible list the hospital cannot tell whether a ticket was raised, and submits it again — creating duplicates that slow the queue for everyone.",Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A and subject = 'QA Phase 2 smoke' → visible in the list,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-120,2B Identity,P3,A reply can be added to an existing ticket,1) Open /settings/support 2) Open an existing ticket 3) Enter a reply 4) Send,"A ""Reply sent"" confirmation appears and the reply is stored against the ticket.",,"phase2.entry./settings/support — a reply on the ""QA Phase 2 smoke"" ticket",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"Support is a conversation. A reply that is not stored means the vendor never sees the extra detail and asks for it again by email, outside the system.",Positive,hospital_admin (Hospital A),the ticket replies table → 1 reply row against the QA ticket,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-121,2B Identity,P2,A submitted ticket survives a hard reload,1) Open /settings/support 2) Submit a ticket 3) Hard-reload the page,The ticket is still listed after the reload.,,"phase2.entry./settings/support — subject ""QA Phase 2 smoke""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"A green toast is not a save. On a support form specifically, a false success means the hospital stops chasing an issue that nobody has received.",Positive,hospital_admin (Hospital A),platform_support_tickets where hospital_id = A and subject = 'QA Phase 2 smoke' → 1 row,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-122,2B Identity,P1,Hospital A's support tickets are invisible to Hospital B,1) Sign in as the Hospital B administrator 2) Open /settings/support as Hospital B 3) Query platform_support_tickets through the API with no hospital filter,Not one Hospital A ticket is returned.,,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, Platform",Both QA tenants seeded,,,,,P2-Setup,Support tickets describe what is broken at a hospital and often quote real operational detail. One customer reading another's is a confidentiality breach that would end an enterprise contract.,Cross-Module,hospital_admin (Hospital B),platform_support_tickets queried as the Hospital B admin → zero rows with hospital_id = A,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-123,2B Identity,P3,The Support screen is reachable by hospital_admin,1) Log in as hospital_admin (Hospital A) 2) Navigate to /settings/support,The screen loads and the ticket form is usable.,,"MOCK_DATA_BOOK Staff logins — hospital_admin (Hospital A), Dr. Ravi Shankar",Platform,Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Unlike the rest of Settings, support must be easy to reach in a crisis. A gate that is too tight here means the person who needs help cannot ask for it.",RBAC,hospital_admin (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-124,2B Identity,P2,The Support screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/support 3) Submit a ticket 4) Read the console,No red console text from the insert or the ticket list query.,,"phase2.entry./settings/support — subject ""QA Phase 2 smoke""",Platform,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"The insert uses an `as any` cast, so a column mismatch fails at runtime only. On the one screen a hospital uses to report problems, a silent failure is self-defeating.",Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-125,2B Identity,P3,Training Videos screen loads,1) Open /settings/training 2) Read the page,"The video list and a search box placeholdered ""Search videos…"" render. No red console errors.",,phase2.entry./settings/training — search term OPD,"LMS, all modules",Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Training videos are how a ward nurse in a Tier-2 town learns a screen without a trainer on site. An unreachable library is a direct adoption risk in the first 30 days after go-live.,Positive,hospital_admin (Hospital A),platform_training_videos → matches the videos displayed,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-126,2B Identity,P3,Training videos are listed,1) Open /settings/training 2) Count the videos shown,At least one training video renders with a title.,,platform_training_videos — the seeded platform library,LMS,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"An empty library on a screen that promises ""short how-to videos for every role"" tells a new hospital the product is unfinished.",Positive,hospital_admin (Hospital A),platform_training_videos → at least 1 row,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-127,2B Identity,P3,Searching filters the video list,"1) Open /settings/training 2) Type ""OPD"" into the search box 3) Read the results",Only videos matching OPD remain listed.,,phase2.entry./settings/training — search term OPD,"LMS, OPD",Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,A receptionist looking for the OPD token video should not have to scroll every video in the library. Search is what makes the library usable during a shift.,Positive,hospital_admin (Hospital A),None — client-side filter,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-128,2B Identity,P3,A search with no matches shows an empty state rather than a blank page,"1) Open /settings/training 2) Type ""zzzznotathing"" into the search box",A message explains that no videos matched. The page does not go blank or error.,,Literal search string zzzznotathing,LMS,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"A blank result area reads as a broken page, and a user who thinks training is broken stops looking for help entirely.",Negative,hospital_admin (Hospital A),None — client-side filter,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-129,2B Identity,P3,The Training screen offers no save action,1) Open /settings/training 2) Look for a Save control,"No Save button renders — the screen is read-only, and the video library is platform-managed.",,None — asserts the absence of a save control,LMS,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"The library belongs to the vendor, not the hospital. A save control here would imply a hospital can edit content it cannot, which is a promise the screen must not make.",Boundary,hospital_admin (Hospital A),None — asserts no write path exists,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-130,2B Identity,P3,A training video can be opened,1) Open /settings/training 2) Click a video,The video opens in a player or a new tab without a console error.,,platform_training_videos — the first seeded video,LMS,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,A library that lists videos nobody can play is worse than no library — the hospital concludes training does not exist and stops checking.,Positive,hospital_admin (Hospital A),None — playback interaction,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-131,2B Identity,P3,Videos carry the role they are aimed at,1) Open /settings/training 2) Read the video metadata,"Videos indicate the role or module they cover, so a nurse can find nursing content.",,platform_training_videos — role metadata on the seeded library,"LMS, HR",Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,"The catalogue promises ""short how-to videos for every role"". Without role metadata a pharmacist has to watch billing videos to find out they are not relevant.",Positive,hospital_admin (Hospital A),platform_training_videos → role or module metadata is present,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-132,2B Identity,P2,"The training library is shared platform content, not tenant data",1) Open /settings/training as Hospital A and note the videos 2) Sign in as the Hospital B administrator 3) Open /settings/training as Hospital B,Both hospitals see the same platform-managed library. No hospital-specific rows leak between them.,,MOCK_DATA_BOOK Hospitals — Hospital A (Aarogya) and Hospital B (Sanjeevani),"Multi-tenancy, LMS",Both QA tenants seeded,,,,,P2-Setup,"This table is deliberately shared, which makes it the one place where seeing the same rows in both tenants is correct. Recorded explicitly so it is never ""fixed"" into a tenant-scoped table by mistake.",Cross-Module,hospital_admin (Hospital B),platform_training_videos → identical rows visible to both tenants,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-133,2B Identity,P3,The Training screen is reachable by hospital_admin,1) Log in as hospital_admin (Hospital A) 2) Navigate to /settings/training,The screen loads and videos are listed.,,"MOCK_DATA_BOOK Staff logins — hospital_admin (Hospital A), Dr. Ravi Shankar",LMS,Tier 0 roles configured (Phase 1 §1E),,,,,P2-Setup,"Training is read-only vendor content with no patient data in it, so the gate here should be permissive. A gate that is too tight blocks the adoption the videos exist to drive.",RBAC,hospital_admin (Hospital A),None — route guard behaviour,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2B-134,2B Identity,P2,The Training screen loads with no red console errors,1) Open DevTools → Console 2) Open /settings/training 3) Search and open a video 4) Read the console,"No red console text, including from the video embed.",,phase2.entry./settings/training — search term OPD,LMS,Tier 0: hospital profile created (Settings → Hospital Profile),,,,,P2-Setup,Video embeds pull from an external host. A blocked embed shows as an empty player with the real cause visible only in the console.,Positive,hospital_admin (Hospital A),None — console observation,e2e/phase-02-settings/P2B.identity.brand-support.spec.ts,
TC-P2C-001,2C Plan & Entitlement,P2,Plan & Billing screen loads,1) Log in as hospital_admin (Hospital A) 2) Open /settings/plan 3) Read the page,"The current plan, usage statistics and invoice history render. No red console errors.",,MOCK_DATA_BOOK Hospital A — Professional plan,"All modules, Billing",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,"The plan determines which of the 39 modules exist at all. If this screen will not load, a hospital cannot see what it is paying for or discover why a module is missing.",Positive,hospital_admin (Hospital A),hospital_subscriptions where hospital_id = A → 1 row matching the plan displayed,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-002,2C Plan & Entitlement,P1,The current plan shown matches the subscription row,1) Open /settings/plan 2) Read the plan name 3) Compare against hospital_subscriptions,"The screen shows the Professional plan, matching hospital_subscriptions for Hospital A.",,MOCK_DATA_BOOK Hospital A — Professional plan,All modules,Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,SETTINGS_PREREQ_MATRIX puts the plan in Tier 0 because whole sections of the app disappear without it. A screen showing a different plan from the one enforced means every access denial looks like a bug.,Positive,hospital_admin (Hospital A),hospital_subscriptions where hospital_id = A → plan matches 'Professional',e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-003,2C Plan & Entitlement,P2,Staff usage is counted against the plan,1) Open /settings/plan 2) Read the staff usage figure 3) Compare against the active users for Hospital A,The staff count matches the number of active users in the tenant.,,MOCK_DATA_BOOK Staff logins — 17 Hospital A accounts,"HR, Plan gating",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,Staff count drives seat billing. A figure that drifts from reality means the hospital is either over-charged or silently exceeding what it pays for.,Positive,hospital_admin (Hospital A),users where hospital_id = A and is_active = true → count matches the displayed figure,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-004,2C Plan & Entitlement,P1,Bed usage is counted against the plan bed limit,1) Open /settings/wards and note the total beds 2) Open /settings/plan 3) Read the bed usage figure,"The bed usage matches the count of beds rows for Hospital A, and is shown against the plan maximum.",,MOCK_DATA_BOOK Wards & beds — 32 seeded beds across six wards,"IPD, Plan gating",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,"The bed limit is enforced when creating a ward (TC-P2D-054). If the count shown here disagrees with the count the gate uses, a hospital is blocked from adding a bed while this screen says it has room.",Cross-Module,hospital_admin (Hospital A),beds where hospital_id = A → count matches the displayed bed usage,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-005,2C Plan & Entitlement,P2,Encounter usage for the billing cycle renders,1) Open /settings/plan 2) Read the encounter usage figure,Encounter usage for the current billing cycle renders from hospital_encounter_usage without error.,,hospital_encounter_usage — the current cycle for Hospital A,"OPD, IPD, Billing",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,Encounter volume is the metered dimension on usage-based plans. A hospital that cannot see it has no warning before an overage lands on the invoice.,Positive,hospital_admin (Hospital A),hospital_encounter_usage where hospital_id = A → matches the displayed figure,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-006,2C Plan & Entitlement,P2,AI usage for the calendar month renders as observability only,"1) Open /settings/plan 2) Locate the AI usage figure 3) Confirm it is presented as information, not as a gate",AI spend for the current calendar month renders. It is labelled as observability and does not itself block anything.,,ai_cost_daily — the current month for Hospital A,AI Suite,Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,AI budget is enforced separately in hospital_ai_wallet. Presenting this figure as a limit would make an administrator think AI is blocked when the real gate is elsewhere — SETTINGS_PREREQ_MATRIX warns there are three independent AI gates.,Positive,hospital_admin (Hospital A),ai_cost_daily where hospital_id = A → matches the displayed spend,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-007,2C Plan & Entitlement,P3,Storage usage renders from the per-tenant RPC,1) Open /settings/plan 2) Read the storage usage figure,"Storage usage renders as a size, without a console error from the get_storage_usage RPC.",,get_storage_usage RPC for Hospital A,"MRD, Radiology",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,Storage fills up with scanned records and DICOM images. A hospital that cannot see the figure gets no warning before uploads start failing mid-clinic.,Positive,hospital_admin (Hospital A),get_storage_usage RPC returns a value for Hospital A,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-008,2C Plan & Entitlement,P2,The upgrade dialog opens,1) Open /settings/plan 2) Click the upgrade action 3) Observe the dialog,The upgrade dialog opens listing the plans available above the current one.,,subscription_plans — the plans above Professional,"Plan gating, Billing",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,Every plan gate elsewhere in the product points the user here. A gate that leads to a dialog that will not open turns a sales opportunity into a dead end.,Positive,hospital_admin (Hospital A),subscription_plans → the plans offered match what the dialog lists,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-009,2C Plan & Entitlement,P3,Other available plans are listed for comparison,1) Open /settings/plan 2) Read the plan comparison section,Plans other than the current one are listed with their prices.,,subscription_plans — the full plan catalogue,Plan gating,Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,A hospital deciding whether to upgrade needs to see what it would get. Showing only the current plan makes the upgrade decision impossible without contacting sales.,Positive,hospital_admin (Hospital A),subscription_plans → more than one plan is listed,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-010,2C Plan & Entitlement,P2,The add-on catalogue lists purchasable add-ons,1) Open /settings/plan 2) Read the add-on section,Add-ons from addon_skus render with their names and monthly prices.,,addon_skus — the platform add-on catalogue,"Plan gating, AI Suite",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,"Add-ons carry the ai_feature_keys that unlock AI features. SETTINGS_PREREQ_MATRIX names plan entitlement as the first of three gates on any AI button — if the catalogue does not render, the hospital cannot buy the entitlement it needs.",Positive,hospital_admin (Hospital A),addon_skus → the catalogue rows match what is displayed,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-011,2C Plan & Entitlement,P2,Add-ons the hospital already owns are distinguished from the catalogue,1) Open /settings/plan 2) Compare the add-on list against hospital_addons for Hospital A,Owned add-ons are marked as owned and are not offered for purchase again.,,hospital_addons — the add-ons granted to Hospital A,"Plan gating, AI Suite",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,"Offering an add-on the hospital already pays for invites a duplicate purchase, and a duplicate grant makes the entitlement calculation ambiguous.",Positive,hospital_admin (Hospital A),hospital_addons where hospital_id = A → each owned SKU is marked owned in the UI,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-012,2C Plan & Entitlement,P2,Add-on prices render in en-IN grouping with the rupee symbol,1) Open /settings/plan 2) Read an add-on monthly price,"Prices render as ₹ amounts with Indian digit grouping, via formatCurrency().",,addon_skus — price_monthly on the catalogue rows,"Billing, Accounts",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,This is a purchase decision screen. A price rendered as a bare number or with international grouping misstates what the hospital is committing to.,Positive,hospital_admin (Hospital A),addon_skus.price_monthly → rendered with ₹ and Indian grouping,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-013,2C Plan & Entitlement,P2,Subscription invoices are listed,1) Open /settings/plan 2) Read the invoice history,"Rows from subscription_invoices render with their dates and amounts, or an empty state if there are none.",,subscription_invoices — the invoice history for Hospital A,"Accounts, Billing",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,The hospital's finance team reconciles the software spend against these invoices. Missing history means the spend cannot be verified at audit.,Positive,hospital_admin (Hospital A),subscription_invoices where hospital_id = A → match the rows displayed,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-014,2C Plan & Entitlement,P3,An invoice can be downloaded,1) Open /settings/plan 2) Click download on an invoice 3) Observe the result,"An invoice document is produced, or a clear message explains why it is unavailable. No unhandled error.",,subscription_invoices — the most recent invoice for Hospital A,Accounts,Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,The invoice is a tax document the hospital needs for its own books. A download that fails silently forces a support ticket for something that should be self-service.,Positive,hospital_admin (Hospital A),None — download interaction,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-015,2C Plan & Entitlement,P3,Payment history renders,1) Open /settings/plan 2) Read the payment history table,"Past payments render with dates and amounts, or an empty state.",,subscription_invoices — payment records for Hospital A,"Accounts, Payments",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,A hospital disputing a charge needs to see what was actually taken and when. Without it the conversation starts with the vendor's word against theirs.,Positive,hospital_admin (Hospital A),None — reads the payment history table,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-016,2C Plan & Entitlement,P2,"An unlimited limit renders as unlimited, not as zero percent",1) Open /settings/plan 2) Find a usage meter whose plan limit is null 3) Read how it is presented,"A null limit renders as ""unlimited"" and its meter reads 0% used — never as a limit of zero.",,subscription_plans — a plan dimension with a null limit,Plan gating,Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,"A null limit meaning ""unlimited"" and a limit of zero meaning ""none allowed"" are opposites. Confusing them shows a hospital on an unlimited plan as permanently at capacity.",Boundary,hospital_admin (Hospital A),subscription_plans → a null limit renders as unlimited,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-017,2C Plan & Entitlement,P2,A dimension over its limit renders as fully consumed,1) Open /settings/plan 2) Find a usage dimension at or beyond its plan limit 3) Read the meter,The meter caps at 100% and the over-limit state is visibly flagged rather than overflowing the bar.,,MOCK_DATA_BOOK Hospital A — usage against the Professional plan limits,"Plan gating, IPD",Tier 0: hospital profile created; a subscription row exists for the tenant,,,,,P2-Setup,Being over a limit is exactly when the hospital needs to notice. A meter that renders past 100% or wraps hides the one state that requires action.,Boundary,hospital_admin (Hospital A),None — reads the usage meter presentation,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
TC-P2C-018,2C Plan & Entitlement,P1,Hospital B on the Starter plan sees a different plan and different limits,1) Sign in as the Hospital B administrator 2) Open /settings/plan 3) Read the plan and limits,Hospital B shows the Starter/trial plan with its own limits — never Hospital A's Professional plan.,,"MOCK_DATA_BOOK Hospitals — Hospital A Professional, Hospital B Starter (trial)","Multi-tenancy, Plan gating",Both QA tenants seeded,,,,,P2-Setup,The plan decides which modules exist. A tenant reading the wrong subscription row would be granted or denied modules according to another hospital's contract.,Cross-Module,hospital_admin (Hospital B),hospital_subscriptions queried as the Hospital B admin → only the Hospital B row,e2e/phase-02-settings/P2C.plan-entitlement.spec.ts,
